area,address,number,price,date,size,transaction_type,full_address,lat,long
Old Quarter,"21 Waltham Abbey, Old Quarter, Ballincollig",21,570000,2017-07-05,1-38 m2,second-hand,"21 21 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"46 Millers Court, Old Quarter, Ballincollig",46,317180,2017-07-07,125-1000 m2,new,"46 46 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Muskerry Estate,"17 Park Rd, Muskerry Estate, Ballincollig",17,120000,2017-07-10,1-38 m2,second-hand,"17 17 Park Rd, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Old Quarter,"84 Millers Court, Old Quarter, Ballincollig",84,303964,2017-07-13,125-1000 m2,new,"84 84 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Greenfield,"1 Fernwalk, Greenfields, Ballincollig",1,540000,2017-07-14,1-38 m2,second-hand,"1 1 Fernwalk, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Coolroe,"17 West Court Est, Ballincollig, Cork",17,102500,2017-07-17,1-38 m2,second-hand,"17 17 West Court Est, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"44 Millers Court, Old Quarter, Ballincollig",44,259911,2017-07-17,38-125 m2,new,"44 44 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Maltings,"9 Distillery Court, The Maltings, Ballincollig",9,219500,2017-07-17,1-38 m2,second-hand,"9 9 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Old Quarter,"83 Millers Court, Old Quarter, Ballincollig",83,273127,2017-07-19,38-125 m2,new,"83 83 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Beech Park,"1 Aisling Close, Ballincollig, Cork",1,287000,2017-07-24,1-38 m2,second-hand,"1 1 Aisling Close, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Old Quarter,"45 Millers Court, Old Quarter, Ballincollig",45,303964,2017-07-24,125-1000 m2,new,"45 45 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"15 Tara, An Caislean, Ballincollig",15,203000,2017-07-27,1-38 m2,second-hand,"15 15 Tara, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Beech Park,"177 Beech Park, Ballincollig, Co Cork",177,320000,2017-07-28,1-38 m2,second-hand,"177 177 Beech Park, Ballincollig, Co Cork, Beech Park",51.884462825784524,-8.586660730369518
Old Quarter,"47 Millers Court, Old Quarter, Ballincollig",47,277533,2017-07-28,38-125 m2,new,"47 47 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"17 Millers Court, Old Quarter, Ballincollig",17,167400,2017-08-03,38-125 m2,new,"17 17 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"60 Leslies Arch, Old Quarter, Ballincollig",60,225000,2017-08-10,1-38 m2,second-hand,"60 60 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarry,"8 Old Quarry, Ballincollig, Co Cork",8,209900,2017-08-10,1-38 m2,second-hand,"8 8 Old Quarry, Ballincollig, Co Cork, Old Quarry",51.885810656686274,-8.616955372698976
Old Quarter,"49 Millers Court, Old Quarter, Ballincollig",49,277533,2017-08-11,38-125 m2,new,"49 49 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohane,"Clash Rd, Carrigrohane, Cork",Clash,253000,2017-08-15,1-38 m2,second-hand,"Clash Clash Rd, Carrigrohane, Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Muskerry Estate,"119 Shamrock Dr, Muskerry Estate, Ballincollig",119,269000,2017-08-18,1-38 m2,second-hand,"119 119 Shamrock Dr, Muskerry Estate, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Classis Lake,"6 The Lodge, Classes Lake, Ballincollig",6,190000,2017-08-18,1-38 m2,second-hand,"6 6 The Lodge, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Highfield,"12 Highfield Park, Ballincollig, Cork",12,255000,2017-08-21,1-38 m2,second-hand,"12 12 Highfield Park, Ballincollig, Cork, Highfield",51.88483134751023,-8.573114016875365
Carrigrohane,"Carrigrohane House, Inchigaggin Lane, Model Farm Rd",1,800000,2017-08-22,1-38 m2,second-hand,"1 Carrigrohane House, Inchigaggin Lane, Model Farm Rd, Carrigrohane",51.89118108080445,-8.570433423222292
Old Quarter,"48 Millers Court, Old Quarter, Ballincollig",48,272445,2017-08-25,38-125 m2,new,"48 48 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"85 Cooper'S Grange, Old Quarter, Ballincollig",85,275000,2017-08-25,1-38 m2,second-hand,"85 85 Cooper'S Grange, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"50 Millers Court, Old Quarter, Ballincollig",50,269789,2017-09-01,38-125 m2,new,"50 50 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"51 Millers Court, Old Quarter, Ballincollig",51,277532,2017-09-01,38-125 m2,new,"51 51 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"82 Millers Court, Old Quarter, Ballincollig",82,273127,2017-09-01,38-125 m2,new,"82 82 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Inniscarra View,"4 Hawthorn Ave, Inniscarra View Estate, Ballincollig",4,275000,2017-09-04,1-38 m2,second-hand,"4 4 Hawthorn Ave, Inniscarra View Estate, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Innishmore,"37 Innishmore Court, Ballincollig, Cork",37,153000,2017-09-07,1-38 m2,second-hand,"37 37 Innishmore Court, Ballincollig, Cork, Innishmore",51.88897474404985,-8.608958999892096
Old Quarter,"52 Millers Court, Old Quarter, Ballincollig",52,224668,2017-09-07,38-125 m2,new,"52 52 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"72 The Lawn, Coolroe Meadows, Ballincollig",72,285000,2017-09-08,1-38 m2,second-hand,"72 72 The Lawn, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
The Maltings,"17 Distillery Court, The Maltings, Ballincollig",17,208000,2017-09-12,1-38 m2,second-hand,"17 17 Distillery Court, The Maltings, Ballincollig, The Maltings",51.88503727921537,-8.591352822622822
Old Quarter,"81 Millers Court, Old Quarter, Ballincollig",81,277533,2017-09-20,38-125 m2,new,"81 81 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Castlepark,"109 Castlepark, Ballincollig, Cork",109,180000,2017-09-21,1-38 m2,second-hand,"109 109 Castlepark, Ballincollig, Cork, Castlepark",51.88653927567583,-8.585310716875346
Carrigrohanebeg,"184 The Willows, Carriglee, Ballincollig",184,240000,2017-09-21,1-38 m2,second-hand,"184 184 The Willows, Carriglee, Ballincollig, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Coolroe Meadows,"2 The Green, Aylsbury, Ballincollig",2,410000,2017-09-22,1-38 m2,second-hand,"2 2 The Green, Aylsbury, Ballincollig, Coolroe Meadows",51.88363432099277,-8.616138226350916
Maglin,"19 Castleknock, Ballincollig, Cork",19,210000,2017-09-26,1-38 m2,second-hand,"19 19 Castleknock, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Maglin,"22 Castleknock, Ballincollig, Cork",22,230000,2017-09-26,1-38 m2,second-hand,"22 22 Castleknock, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"Old Quarter, Ballincollig, Cork",Old,190000,2017-09-26,1-38 m2,second-hand,"Old Old Quarter, Ballincollig, Cork, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"80Millers Court, Old Quarter, Ballincollig",1,273128,2017-09-28,38-125 m2,new,"1 80Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Cloisters,"22 The Cloisters, Ballincollig, Cork",22,275000,2017-10-05,1-38 m2,second-hand,"22 22 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Coolroe Heights,"22 Willow Grove, Coolroe Heights, Ballincollig",22,282500,2017-10-09,1-38 m2,second-hand,"22 22 Willow Grove, Coolroe Heights, Ballincollig, Coolroe Heights",51.8915162277775,-8.581342570851831
Old Quarter,"31 Waltham Abbey, Old Quarter, Ballincollig",31,377000,2017-10-09,1-38 m2,second-hand,"31 31 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carriganarra,"60 Carriganarra, Ballincollig, Cork",60,268000,2017-10-10,1-38 m2,second-hand,"60 60 Carriganarra, Ballincollig, Cork, Carriganarra",51.88456579585057,-8.579854607281877
Town Center,"Apt H, Barr Na Sraide, Ballincollig",Apt,169500,2017-10-13,1-38 m2,second-hand,"Apt Apt H, Barr Na Sraide, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Town Center,"11 Ros Nua, Poulavone, Ballincollig",11,166584,2017-10-19,38-125 m2,new,"11 11 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Muskerry Estate,"25 Cherry Walk, Muskerry Est, Ballincollig",25,339000,2017-10-20,1-38 m2,second-hand,"25 25 Cherry Walk, Muskerry Est, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Town Center,"4A Leo Murphy Terrace, Ballincollig, Cork",4A,275000,2017-10-20,1-38 m2,second-hand,"4A 4A Leo Murphy Terrace, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Highfield,"5 The Avenue, Highfield Park, Ballincollig",5,210000,2017-10-20,1-38 m2,second-hand,"5 5 The Avenue, Highfield Park, Ballincollig, Highfield",51.88483134751023,-8.573114016875365
Old Quarter,"54 Millers Court, Old Quarter, Ballincollig",54,317180,2017-10-23,38-125 m2,new,"54 54 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Parknamore,"34 Parknamore, Ballincollig, Cork",34,265000,2017-10-25,1-38 m2,second-hand,"34 34 Parknamore, Ballincollig, Cork, Parknamore",51.88458744794133,-8.609309161051812
Old Quarter,"86 Coopers Grange, The Old Quarter, Ballincollig",86,345000,2017-10-26,1-38 m2,second-hand,"86 86 Coopers Grange, The Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
An Caislean,"176 An Caislean, Ballincollig, Cork",176,257500,2017-10-27,1-38 m2,second-hand,"176 176 An Caislean, Ballincollig, Cork, An Caislean",51.88419579207018,-8.604721941977742
Maglin,"4 Glincool Villas, Maglin Rd Ballincollig, Cork",4,250000,2017-10-31,1-38 m2,second-hand,"4 4 Glincool Villas, Maglin Rd Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Carrigrohane,"The Cedars, Ministers Cross, Carrigrohane",The,540000,2017-10-31,1-38 m2,second-hand,"The The Cedars, Ministers Cross, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Town Center,"12 Ros Nua, Poulavone, Ballincollig",12,229074,2017-11-01,38-125 m2,new,"12 12 Ros Nua, Poulavone, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
An Caislean,"5 Tara, An Caislean, Ballincollig",5,210000,2017-11-01,1-38 m2,second-hand,"5 5 Tara, An Caislean, Ballincollig, An Caislean",51.88419579207018,-8.604721941977742
Maglin,"15 Castleknock Est, Ballincollig, Cork",15,305000,2017-11-08,1-38 m2,second-hand,"15 15 Castleknock Est, Ballincollig, Cork, Maglin",51.88135112776452,-8.59523805920491
Carrigrohane,"Bridgewater Lodge, Carrigrohane, Co. Cork",1,188000,2017-11-10,1-38 m2,second-hand,"1 Bridgewater Lodge, Carrigrohane, Co. Cork, Carrigrohane",51.89118108080445,-8.570433423222292
Westcourt,"44 Westcourt Heights, Ballincollig, Cork",44,245000,2017-11-14,1-38 m2,second-hand,"44 44 Westcourt Heights, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
Old Quarter,"78 Millers Court, Old Quarter, Ballincollig",78,303349,2017-11-16,125-1000 m2,new,"78 78 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Greenfield,"24 Oldcourt, Greenfields, Ballincollig",24,430000,2017-11-17,1-38 m2,second-hand,"24 24 Oldcourt, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Old Quarter,"76 Millers Court, Old Quarter, Ballincollig",76,290748,2017-11-23,38-125 m2,new,"76 76 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Town Center,"8 Thus Abhaile, Time Square, Ballincollig",8,152500,2017-11-24,1-38 m2,second-hand,"8 8 Thus Abhaile, Time Square, Ballincollig, Town Center",51.8878563321983,-8.600737381727024
Fionn Laoi,"52 Woodview, Fionn Laoi, Ballincollig",52,281938,2017-11-27,38-125 m2,new,"52 52 Woodview, Fionn Laoi, Ballincollig, Fionn Laoi",51.89295672639931,-8.577244778805012
Old Quarter,"59 Leslies Arch, Old Quarter, Ballincollig",59,206000,2017-11-29,1-38 m2,second-hand,"59 59 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"8 Coolroe Court, Ballincollig, County Cork",8,251101,2017-11-29,38-125 m2,new,"8 8 Coolroe Court, Ballincollig, County Cork, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"1 The Crescent, Old Quarter, Ballincollig",1,200000,2017-11-30,1-38 m2,second-hand,"1 1 The Crescent, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"22 The Stables, Ballincollig, Cork",22,212000,2017-12-05,1-38 m2,second-hand,"22 22 The Stables, Ballincollig, Cork, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"79 Millers Court, Old Quarter, Ballincollig",79,308370,2017-12-07,38-125 m2,new,"79 79 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"102 Millers Court, Old Quarter, Ballincollig",102,392070,2017-12-08,125-1000 m2,new,"102 102 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"134 Leslies Arch, Ballincollig, Cork",134,257000,2017-12-08,1-38 m2,second-hand,"134 134 Leslies Arch, Ballincollig, Cork, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"72 Millers Court, Old Quarter, Ballincollig",72,303964,2017-12-08,38-125 m2,new,"72 72 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Leecourt,"96 Leecourt, Ballincollig, Cork",96,230000,2017-12-08,1-38 m2,second-hand,"96 96 Leecourt, Ballincollig, Cork, Leecourt",51.8915162277775,-8.581342570851831
Coolroe,"11 The Grove, Coolroe Meadows, Ballincollig",11,367500,2017-12-11,1-38 m2,second-hand,"11 11 The Grove, Coolroe Meadows, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Greenfield,"55 Oldcourt, Greenfields, Ballincollig",55,320000,2017-12-11,1-38 m2,second-hand,"55 55 Oldcourt, Greenfields, Ballincollig, Greenfield",51.88072634468435,-8.611355403381312
Old Quarter,"74 Millers Court, Old Quarter, Ballincollig",74,290748,2017-12-12,38-125 m2,new,"74 74 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"77  Millers Court, Ballincollig",77,290748,2017-12-12,38-125 m2,new,"77 77  Millers Court, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Classis Lake,"24 Elms Mews, Classes Lake, Ballincollig",24,125000,2017-12-14,1-38 m2,second-hand,"24 24 Elms Mews, Classes Lake, Ballincollig, Classis Lake",51.88586099008718,-8.62822296864587
Maglin,"9 Glincool Lawn, Maglin Rd, Ballincollig",9,350000,2017-12-14,1-38 m2,second-hand,"9 9 Glincool Lawn, Maglin Rd, Ballincollig, Maglin",51.88135112776452,-8.59523805920491
Old Quarter,"96 Millers Court, Old Quarter, Ballincollig",96,400000,2017-12-14,1-38 m2,second-hand,"96 96 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"141 Leslies Arch, Old Quarter, Ballincollig",141,290000,2017-12-15,1-38 m2,second-hand,"141 141 Leslies Arch, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"53 Millers, Old Quarter, Ballincollig",53,317180,2017-12-15,38-125 m2,new,"53 53 Millers, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Old Quarter,"73 Millers Court, Old Quarter, Ballincollig",73,290748,2017-12-15,38-125 m2,new,"73 73 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
The Cloisters,"74 The Cloisters, Ballincollig, Cork",74,286000,2017-12-15,1-38 m2,second-hand,"74 74 The Cloisters, Ballincollig, Cork, The Cloisters",51.88453436126935,-8.578108099687265
Coolroe,"6 Coolroe Court, Ballincollig",6,365638,2017-12-18,38-125 m2,new,"6 6 Coolroe Court, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Old Quarry,"Apt 2, Old Quarry Apts, Ballincollig",Apt,220000,2017-12-18,1-38 m2,second-hand,"Apt Apt 2, Old Quarry Apts, Ballincollig, Old Quarry",51.885810656686274,-8.616955372698976
Carrigrohane,"Carmel, Inchigaggin Lane, Carrigrohane",Carmel,800000,2017-12-19,1-38 m2,second-hand,"Carmel Carmel, Inchigaggin Lane, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Coolroe,"2 Coolroe Court, Coolroe, Ballincollig",2,519823,2017-12-20,38-125 m2,new,"2 2 Coolroe Court, Coolroe, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Rosewood,"6 Rosewood, Ballincollig, Cork",6,307000,2017-12-20,1-38 m2,second-hand,"6 6 Rosewood, Ballincollig, Cork, Rosewood",51.88865181082447,-8.575978970851866
Carrigrohane,"Reldare House, Model Farm Rd, Carrigrohane",1,1600000,2017-12-20,1-38 m2,second-hand,"1 Reldare House, Model Farm Rd, Carrigrohane, Carrigrohane",51.89118108080445,-8.570433423222292
Town Center,"69 Church View, Ballincollig, Cork",69,232000,2017-12-21,1-38 m2,second-hand,"69 69 Church View, Ballincollig, Cork, Town Center",51.8878563321983,-8.600737381727024
Old Quarter,"75 Millers, Old Quarter, Ballincollig",75,290748,2017-12-21,38-125 m2,new,"75 75 Millers, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Coolroe,"3 Ccolroe Court, Ballincollig",3,361233,2018-01-02,38-125 m2,new,"3 3 Ccolroe Court, Ballincollig, Coolroe",51.885279789132504,-8.622716969745719
Old Quarter,"103 Millers Court, Old Quarter, Ballincollig",103,480000,2018-01-03,125-1000 m2,new,"103 103 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Muskerry Estate,"7 Park Rd, Musherry Est, Ballincollig",7,275000,2018-01-05,1-38 m2,second-hand,"7 7 Park Rd, Musherry Est, Ballincollig, Muskerry Estate",51.885514844369936,-8.596310161258103
Beech Park,"28 Aisling Close, Ballincollig, Cork",28,220000,2018-01-10,1-38 m2,second-hand,"28 28 Aisling Close, Ballincollig, Cork, Beech Park",51.884462825784524,-8.586660730369518
Old Quarter,"104 Millers Court, Old Quarter, Ballincollig",104,392060,2018-01-12,125-1000 m2,new,"104 104 Millers Court, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
Carrigrohanebeg,"205 The Willows, Ballincollig, Co Cork",205,235000,2018-01-12,1-38 m2,second-hand,"205 205 The Willows, Ballincollig, Co Cork, Carrigrohanebeg",51.89309917070151,-8.580849757357647
Westcourt,"67 Westcourt, Ballincollig, Cork",67,250000,2018-01-15,1-38 m2,second-hand,"67 67 Westcourt, Ballincollig, Cork, Westcourt",51.88681255417706,-8.616295628522487
Inniscarra View,"20 Woodbine Lawn, Inniscarra View, Ballincollig",20,316000,2018-01-16,1-38 m2,second-hand,"20 20 Woodbine Lawn, Inniscarra View, Ballincollig, Inniscarra View",51.88901621244116,-8.572065214668026
Old Quarter,"52 Waltham Abbey, Old Quarter, Ballincollig",52,345000,2018-01-18,1-38 m2,second-hand,"52 52 Waltham Abbey, Old Quarter, Ballincollig, Old Quarter",51.89135716416238,-8.596625374545809
