title,island,locality,price,beds,size,link,date,advert_type
"Flat / Apartment in calle la Estrella, 1, César Casariego-Santa Clara-Nuevo Obrero, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,125000,3,100,https://www.idealista.com/en/inmueble/90257577/,2020-12-29 10:29:47.436619+00:00,sale
2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,86000,2,70,https://www.kyero.com/en/property/8244263-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:47.439675+00:00,sale
"Flat / Apartment in RIEGO, Centro, Arrecife",Lanzarote,Arrecife,71500,3,63,https://www.idealista.com/en/inmueble/88872736/,2020-12-29 10:29:47.442630+00:00,sale
"Duplex in Costa de Papagayo, Yaiza",Lanzarote,Yaiza,190000,2,104,https://www.idealista.com/en/inmueble/91484306/,2020-12-29 10:29:47.445478+00:00,sale
"Flat / Apartment in calle Juana de Arco, 38, Altavista-Titerroy-San Francisco Javier, Arrecife",Lanzarote,Arrecife,128000,3,90,https://www.idealista.com/en/inmueble/91471884/,2020-12-29 10:29:47.448299+00:00,sale
"Duplex in Costa Teguise, Teguise",Lanzarote,Teguise,182400,3,150,https://www.idealista.com/en/inmueble/90357117/,2020-12-29 10:29:47.451267+00:00,sale
"Flat / Apartment in avenida Archipiélago, Montaña Roja, Yaiza",Lanzarote,Yaiza,119000,2,80,https://www.idealista.com/en/inmueble/90165267/,2020-12-29 10:29:47.454191+00:00,sale
Flat / Apartment in Cala Millor,Mallorca,Cala Millor,199000,2,81,https://www.idealista.com/en/inmueble/91507514/,2020-12-29 10:29:47.457062+00:00,sale
"Flat / Apartment in Llac Enol, Son Rapinya - Los Almendros, Palma de Mallorca",Mallorca,Palma de Mallorca,199900,3,85,https://www.idealista.com/en/inmueble/91513751/,2020-12-29 10:29:47.459890+00:00,sale
Flat / Apartment in Campos,Mallorca,Campos,180000,3,80,https://www.idealista.com/en/inmueble/91237698/,2020-12-29 10:29:47.462835+00:00,sale
Flat / Apartment in Muro,Mallorca,Muro,154900,3,149,https://www.idealista.com/en/inmueble/90354051/,2020-12-29 10:29:47.466419+00:00,sale
"Flat / Apartment in calle del Rosselló, 32, Manacor Centro, Manacor",Mallorca,Manacor,170000,3,105,https://www.idealista.com/en/inmueble/91509210/,2020-12-29 10:29:47.469333+00:00,sale
"Flat / Apartment in Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,3,89,https://www.idealista.com/en/inmueble/88795664/,2020-12-29 10:29:47.472207+00:00,sale
"Penthouse in Son Cotoner, Palma de Mallorca",Mallorca,Palma de Mallorca,169000,2,119,https://www.idealista.com/en/inmueble/90727575/,2020-12-29 10:29:47.475195+00:00,sale
"Flat / Apartment in Blanquer, Inca",Mallorca,Inca,190390,3,110,https://www.idealista.com/en/inmueble/91245872/,2020-12-29 10:29:47.478192+00:00,sale
"Flat / Apartment in Son Oliva, Palma de Mallorca",Mallorca,Palma de Mallorca,170000,3,89,https://www.idealista.com/en/inmueble/90951789/,2020-12-29 10:29:47.481018+00:00,sale
"Flat / Apartment in Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,180000,3,80,https://www.idealista.com/en/inmueble/89753894/,2020-12-29 10:29:47.483896+00:00,sale
"Flat / Apartment in calle Alcalde juan garcia dante, Puerto de Santiago, Santiago del Teide",Tenerife,Santiago del Teide,800,2,87,https://www.idealista.com/en/inmueble/91519352/,2020-12-29 10:29:47.486888+00:00,rent
"Flat / Apartment in calle Atxoña, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,600,3,75,https://www.idealista.com/en/inmueble/90956346/,2020-12-29 10:29:47.489801+00:00,rent
"Flat / Apartment in calle los Emigrantes, San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,750,2,95,https://www.idealista.com/en/inmueble/90666297/,2020-12-29 10:29:47.492718+00:00,rent
"Flat / Apartment in Los Cristianos, Arona",Tenerife,Arona,850,3,90,https://www.idealista.com/en/inmueble/91515392/,2020-12-29 10:29:47.495655+00:00,rent
"Flat / Apartment in calle José Reyes Martín, El Médano, Granadilla de Abona",Tenerife,Granadilla de Abona,750,3,81,https://www.idealista.com/en/inmueble/90983324/,2020-12-29 10:29:47.498700+00:00,rent
"Flat / Apartment in Chayofa, Arona",Tenerife,Arona,700,2,74,https://www.idealista.com/en/inmueble/91515036/,2020-12-29 10:29:47.501778+00:00,rent
"Flat / Apartment in La Salle, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,580,2,70,https://www.idealista.com/en/inmueble/91514841/,2020-12-29 10:29:47.504637+00:00,rent
"Flat / Apartment in calle Santa Cruz de California, NN, Somosierra-García Escámez-Tristán, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,520,2,65,https://www.idealista.com/en/inmueble/91513967/,2020-12-29 10:29:47.507579+00:00,rent
"Duplex in Los Olivos, Casco Urbano, Adeje",Tenerife,Adeje,750,2,60,https://www.idealista.com/en/inmueble/91513496/,2020-12-29 10:29:47.510585+00:00,rent
"Flat / Apartment in Dr. Pisaca Fernandez, 1, Ifara-Las Mimosas, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,660,2,66,https://www.idealista.com/en/inmueble/91510842/,2020-12-29 10:29:47.513544+00:00,rent
"Flat / Apartment in JUAN ALBORNOZ SOMBRITA, 29, César Casariego-Santa Clara-Nuevo Obrero, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,680,3,80,https://www.idealista.com/en/inmueble/91508740/,2020-12-29 10:29:47.516394+00:00,rent
"Flat / Apartment in la gallega, NN, La Gallega, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,550,2,70,https://www.idealista.com/en/inmueble/91508151/,2020-12-29 10:29:47.519322+00:00,rent
"Flat / Apartment in El Toro, Calvià",Mallorca,Calvia,1250,3,100,https://www.idealista.com/en/inmueble/89363329/,2020-12-29 10:29:47.522248+00:00,rent
"Flat / Apartment in via GRAN, El Toro, Calvià",Mallorca,Calvia,1000,2,80,https://www.idealista.com/en/inmueble/91394840/,2020-12-29 10:29:47.525555+00:00,rent
"Flat / Apartment in calle Punta Ballena, Magaluf, Calvià",Mallorca,Calvia,900,2,60,https://www.idealista.com/en/inmueble/91076629/,2020-12-29 10:29:47.529705+00:00,rent
"Flat / Apartment in costa y grijalba, NN, Los Hoteles-Rambla-Duggi, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,700,2,75,https://www.idealista.com/en/inmueble/91508502/,2020-12-29 10:29:47.533777+00:00,rent
"Flat / Apartment in avenida Venezuela, La Salud, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,550,2,80,https://www.idealista.com/en/inmueble/91507943/,2020-12-29 10:29:47.537114+00:00,rent
"Flat / Apartment in Callao Salvaje, Callao Salvaje, NN, Callao Salvaje - Playa Paraíso, Adeje",Tenerife,Adeje,850,3,90,https://www.idealista.com/en/inmueble/91505610/,2020-12-29 10:29:47.540274+00:00,rent
"Flat / Apartment in Tome Cano, NN, La Salle, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,520,2,70,https://www.idealista.com/en/inmueble/91505038/,2020-12-29 10:29:47.543146+00:00,rent
"Flat / Apartment in veredillas, NN, Barranco Grande, Santa Cruz de Tenerife",Tenerife,Santa Cruz de Tenerife,450,2,70,https://www.idealista.com/en/inmueble/91504651/,2020-12-29 10:29:47.546230+00:00,rent
"Flat / Apartment in San Isidro, Granadilla de Abona",Tenerife,Granadilla de Abona,535,2,68,https://www.idealista.com/en/inmueble/91273622/,2020-12-29 10:29:47.549051+00:00,rent
"Flat / Apartment in paseo Marcial Garcia, 19, El Médano, Granadilla de Abona",Tenerife,Granadilla de Abona,795,2,73,https://www.idealista.com/en/inmueble/86750298/,2020-12-29 10:29:47.551976+00:00,rent
"Flat / Apartment in calle de las Galgas, Callao Salvaje - Playa Paraíso, Adeje",Tenerife,Adeje,740,2,72,https://www.idealista.com/en/inmueble/90765871/,2020-12-29 10:29:47.555145+00:00,rent
"Flat / Apartment in camino la Longuera, Valle San Lorenzo, Arona",Tenerife,Arona,590,2,70,https://www.idealista.com/en/inmueble/91382013/,2020-12-29 10:29:47.558164+00:00,rent
"Flat / Apartment in avenida Juan Carlos I, Los Cristianos, Arona",Tenerife,Arona,800,2,70,https://www.idealista.com/en/inmueble/91093824/,2020-12-29 10:29:47.561323+00:00,rent
"Flat / Apartment in calle Ángel Guimerá, Guargacho, San Miguel de Abona",Tenerife,San Miguel de Abona,450,2,60,https://www.idealista.com/en/inmueble/91283912/,2020-12-29 10:29:47.564251+00:00,rent
"Flat / Apartment in paseo las Canteras, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,1250,2,100,https://www.idealista.com/en/inmueble/91519479/,2020-12-29 10:29:47.567208+00:00,rent
"Flat / Apartment in calle Guanche, El Goro - Ojos de Garza, Telde",Gran Canaria,Telde,430,2,65,https://www.idealista.com/en/inmueble/91518903/,2020-12-29 10:29:47.570227+00:00,rent
"Flat / Apartment in calle Carvajal, 3, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,900,2,90,https://www.idealista.com/en/inmueble/91518875/,2020-12-29 10:29:47.573239+00:00,rent
"Flat / Apartment in San Gregorio, Telde",Gran Canaria,Telde,650,3,100,https://www.idealista.com/en/inmueble/91517002/,2020-12-29 10:29:47.576110+00:00,rent
"Flat / Apartment in Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,60,https://www.idealista.com/en/inmueble/91516710/,2020-12-29 10:29:47.579060+00:00,rent
"Flat / Apartment in luis doreste silva, Arenales - Lugo - Avda Marítima, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,65,https://www.idealista.com/en/inmueble/91516499/,2020-12-29 10:29:47.582065+00:00,rent
"Flat / Apartment in Roques del salmor, La Herradura - Balcón del Telde, Telde",Gran Canaria,Telde,550,3,90,https://www.idealista.com/en/inmueble/91516458/,2020-12-29 10:29:47.585012+00:00,rent
"Flat / Apartment in García Tello, Vegueta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,2,58,https://www.idealista.com/en/inmueble/91516400/,2020-12-29 10:29:47.587895+00:00,rent
"Flat / Apartment in San marcial, Vegueta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,900,2,80,https://www.idealista.com/en/inmueble/91516302/,2020-12-29 10:29:47.590809+00:00,rent
"Flat / Apartment in avenida Mesa y López, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,1000,2,90,https://www.idealista.com/en/inmueble/91515649/,2020-12-29 10:29:47.593753+00:00,rent
"Flat / Apartment in Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,650,3,90,https://www.idealista.com/en/inmueble/91515632/,2020-12-29 10:29:47.596495+00:00,rent
"Flat / Apartment in calle Gran Canaria, Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,2,80,https://www.idealista.com/en/inmueble/91515422/,2020-12-29 10:29:47.599470+00:00,rent
"Duplex in Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,55,https://www.idealista.com/en/inmueble/91515586/,2020-12-29 10:29:47.602536+00:00,rent
"Flat / Apartment in calle Pizarro, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,850,2,70,https://www.idealista.com/en/inmueble/91515239/,2020-12-29 10:29:47.605325+00:00,rent
"Penthouse in avenida de Carlos V, 114, Carrizal, Ingenio",Gran Canaria,Ingenio,650,3,90,https://www.idealista.com/en/inmueble/91482817/,2020-12-29 10:29:47.608167+00:00,rent
"Flat / Apartment in calle Málaga, 45, Vega de San José, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,3,85,https://www.idealista.com/en/inmueble/91515134/,2020-12-29 10:29:47.611264+00:00,rent
"Flat / Apartment in Diego Bethancourt Suarez, 14, Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,700,3,95,https://www.idealista.com/en/inmueble/88041061/,2020-12-29 10:29:47.614229+00:00,rent
"Flat / Apartment in Santa Catalina - Canteras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,60,https://www.idealista.com/en/inmueble/91514541/,2020-12-29 10:29:47.618311+00:00,rent
"Flat / Apartment in churruca, Guanarteme, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,1100,3,85,https://www.idealista.com/en/inmueble/91514426/,2020-12-29 10:29:47.621312+00:00,rent
"Flat / Apartment in calle Juan Rejón, La Isleta, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,750,2,80,https://www.idealista.com/en/inmueble/91512106/,2020-12-29 10:29:47.624488+00:00,rent
"Flat / Apartment in Schamann - Rehoyas, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,630,3,90,https://www.idealista.com/en/inmueble/91511624/,2020-12-29 10:29:47.627798+00:00,rent
"Flat / Apartment in Mas de Gaminde, Alcaravaneras, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,600,2,60,https://www.idealista.com/en/inmueble/91511325/,2020-12-29 10:29:47.630976+00:00,rent
"Flat / Apartment in Escaleritas - La Feria, Las Palmas de Gran Canaria",Gran Canaria,Las Palmas de Gran Canaria,550,3,85,https://www.idealista.com/en/inmueble/91510073/,2020-12-29 10:29:47.634602+00:00,rent
"Flat / Apartment in Costa Teguise, Teguise",Lanzarote,Teguise,750,2,91,https://www.idealista.com/en/inmueble/91512608/,2020-12-29 10:29:47.638233+00:00,rent
"Flat / Apartment in Andratx Pueblo, Andratx",Mallorca,Andratx,700,2,80,https://www.idealista.com/en/inmueble/91520670/,2020-12-29 10:29:47.641960+00:00,rent
"Flat / Apartment in calle de ses Rafaletes, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,1100,3,100,https://www.idealista.com/en/inmueble/91458626/,2020-12-29 10:29:47.644748+00:00,rent
"Flat / Apartment in calle d'Avinyó, Son Armadams, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,3,90,https://www.idealista.com/en/inmueble/86805757/,2020-12-29 10:29:47.648197+00:00,rent
"Flat / Apartment in Sa Torre, Llucmajor",Mallorca,Llucmajor,1200,3,90,https://www.idealista.com/en/inmueble/91518457/,2020-12-29 10:29:47.651077+00:00,rent
"Flat / Apartment in Rafaletes, La Bonanova - Porto Pi, Palma de Mallorca",Mallorca,Palma de Mallorca,1100,3,100,https://www.idealista.com/en/inmueble/91518105/,2020-12-29 10:29:47.654006+00:00,rent
"Flat / Apartment in avenida Argentina, 7, Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,895,2,90,https://www.idealista.com/en/inmueble/91518098/,2020-12-29 10:29:47.656763+00:00,rent
"Flat / Apartment in TRASIME, Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,600,2,50,https://www.idealista.com/en/inmueble/91517639/,2020-12-29 10:29:47.659721+00:00,rent
"Flat / Apartment in calle Pasaje Particular Llevant, 15, Badia Blava-Badia Gran-Tolleric, Llucmajor",Mallorca,Llucmajor,730,2,85,https://www.idealista.com/en/inmueble/25622991/,2020-12-29 10:29:47.662763+00:00,rent
"Flat / Apartment in Coll d'En Rabassa, Palma de Mallorca",Mallorca,Palma de Mallorca,1670,2,80,https://www.idealista.com/en/inmueble/90807482/,2020-12-29 10:29:47.666084+00:00,rent
"Flat / Apartment in Les Maravelles, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,90,https://www.idealista.com/en/inmueble/39756055/,2020-12-29 10:29:47.671910+00:00,rent
"Flat / Apartment in plaza de la Reina, 2, La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,1500,2,90,https://www.idealista.com/en/inmueble/91515390/,2020-12-29 10:29:47.676241+00:00,rent
"Flat / Apartment in Francesc Suau, 13, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,795,3,95,https://www.idealista.com/en/inmueble/91513780/,2020-12-29 10:29:47.679459+00:00,rent
"Penthouse in calle de Ramon Berenguer III, Bons Aires, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,65,https://www.idealista.com/en/inmueble/91513796/,2020-12-29 10:29:47.682393+00:00,rent
"Flat / Apartment in calle de la concordia, Sineu",Mallorca,Sineu,650,2,80,https://www.idealista.com/en/inmueble/88217846/,2020-12-29 10:29:47.685172+00:00,rent
"Flat / Apartment in Sta Catalina - El Jonquet, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,90,https://www.idealista.com/en/inmueble/91513566/,2020-12-29 10:29:47.688140+00:00,rent
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,850,3,80,https://www.idealista.com/en/inmueble/91513548/,2020-12-29 10:29:47.691174+00:00,rent
"Flat / Apartment in avenida argentina, Camp d'En Serralta , Palma de Mallorca",Mallorca,Palma de Mallorca,895,2,90,https://www.idealista.com/en/inmueble/91513543/,2020-12-29 10:29:47.694239+00:00,rent
"Flat / Apartment in calle arago, Rafal Vell, Palma de Mallorca",Mallorca,Palma de Mallorca,800,2,70,https://www.idealista.com/en/inmueble/91513361/,2020-12-29 10:29:47.697128+00:00,rent
"Flat / Apartment in Ses Cadenes-Arenal, Palma de Mallorca",Mallorca,Palma de Mallorca,775,2,60,https://www.idealista.com/en/inmueble/91513149/,2020-12-29 10:29:47.700090+00:00,rent
"Flat / Apartment in Paseo Marítimo, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,70,https://www.idealista.com/en/inmueble/91513130/,2020-12-29 10:29:47.703076+00:00,rent
"Flat / Apartment in Sant Agustí, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,90,https://www.idealista.com/en/inmueble/91513136/,2020-12-29 10:29:47.706217+00:00,rent
"Flat / Apartment in Portixol-Molinar, Palma de Mallorca",Mallorca,Palma de Mallorca,950,2,95,https://www.idealista.com/en/inmueble/91513075/,2020-12-29 10:29:47.709360+00:00,rent
"Flat / Apartment in Plaça de Toros, Palma de Mallorca",Mallorca,Palma de Mallorca,750,2,75,https://www.idealista.com/en/inmueble/91513016/,2020-12-29 10:29:47.712337+00:00,rent
"Flat / Apartment in calle de Goya, El Vivero, Palma de Mallorca",Mallorca,Palma de Mallorca,800,3,57,https://www.idealista.com/en/inmueble/91512748/,2020-12-29 10:29:47.715184+00:00,rent
"Penthouse in carretera de Manacor, Pere Garau, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,3,90,https://www.idealista.com/en/inmueble/91512717/,2020-12-29 10:29:47.718206+00:00,rent
"Flat / Apartment in canonge sebastia gili, Son Serra - La Vileta - Son Pereto, Palma de Mallorca",Mallorca,Palma de Mallorca,975,3,95,https://www.idealista.com/en/inmueble/91512272/,2020-12-29 10:29:47.721190+00:00,rent
"Flat / Apartment in Joan Pons i Marquès, El Forti, Palma de Mallorca",Mallorca,Palma de Mallorca,1000,2,90,https://www.idealista.com/en/inmueble/91508680/,2020-12-29 10:29:47.724093+00:00,rent
"Flat / Apartment in La Seu - Cort - Monti-Sion, Palma de Mallorca",Mallorca,Palma de Mallorca,1200,2,100,https://www.idealista.com/en/inmueble/91508637/,2020-12-29 10:29:47.727038+00:00,rent
"Flat / Apartment in La Missio - Mercat, Palma de Mallorca",Mallorca,Palma de Mallorca,900,2,80,https://www.idealista.com/en/inmueble/91507823/,2020-12-29 10:29:47.730153+00:00,rent
"Flat / Apartment in alcudia, Ciutat d'Alcúdia, Alcúdia",Mallorca,Alcudia,775,2,82,https://www.idealista.com/en/inmueble/91353135/,2020-12-29 10:29:47.737353+00:00,rent
"Flat / Apartment in Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcudia,650,3,90,https://www.idealista.com/en/inmueble/91454196/,2020-12-29 10:29:47.740465+00:00,rent
"Flat / Apartment in Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcudia,695,2,70,https://www.idealista.com/en/inmueble/91343117/,2020-12-29 10:29:47.743628+00:00,rent
"Flat / Apartment in Pescadors, Port d'Alcúdia - Platja d'Alcúdia, Alcúdia",Mallorca,Alcudia,750,2,70,https://www.idealista.com/en/inmueble/91334547/,2020-12-29 10:29:47.746616+00:00,rent
"Flat / Apartment in Peguera, Calvià",Mallorca,Calvia,1150,2,70,https://www.idealista.com/en/inmueble/88284876/,2020-12-29 10:29:47.749433+00:00,rent
